gbifid,anio,mes,taxonrank,scientificname,decimallatitude,decimallongitude,eventdate,individualcount,locality,stateprovince,issue,comunidad_autonoma,nombre_cientifico
857005592,2003.0,9.0,species,"Stenella longirostris (Gray, 1828)",27.6127,-17.9893,2003-09-17 09:30:00+00:00,,punta restinga,desconocido,coordinate_reprojection_suspicious;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella longirostris
5108210532,2021.0,10.0,species,"Globicephala macrorhynchus Gray, 1846",28.106339,-16.801829,,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5108143503,2021.0,10.0,species,"Globicephala macrorhynchus Gray, 1846",28.106434,-16.797682,,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5104717425,2015.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5104701352,2015.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5104699333,2015.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5104677388,2015.0,3.0,species,"Tursiops truncatus (Montagu, 1821)",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Tursiops truncatus
5104677381,2015.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5104647252,2015.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5104643282,2015.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5104619264,2015.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5104603355,2015.0,3.0,species,"Delphinus delphis Linnaeus, 1758",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Delphinus delphis
5104575505,2015.0,3.0,species,"Delphinus delphis Linnaeus, 1758",28.508595,-15.799281,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Delphinus delphis
5104275738,2022.0,12.0,species,"Globicephala macrorhynchus Gray, 1846",28.062751,-16.752549,2022-12-04 19:14:00+00:00,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5104255737,2022.0,12.0,species,"Globicephala macrorhynchus Gray, 1846",28.062751,-16.752549,2022-12-04 19:13:00+00:00,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5104254763,2022.0,12.0,species,"Globicephala macrorhynchus Gray, 1846",28.062751,-16.752549,2022-12-04 19:02:00+00:00,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5104247793,2022.0,12.0,species,"Globicephala macrorhynchus Gray, 1846",28.062751,-16.752549,2022-12-04 19:15:00+00:00,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5101231734,2024.0,7.0,species,"Grampus griseus (G.Cuvier, 1812)",42.77272,-9.123588,,1.0,monte e lagoa de louro - n2000,a coruña,desconocido,galicia,Grampus griseus
5087690481,2024.0,6.0,species,"Globicephala macrorhynchus Gray, 1846",28.008495,-16.775673,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5087611628,2024.0,7.0,species,"Globicephala macrorhynchus Gray, 1846",28.002872,-16.775005,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5087589306,2019.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",28.189929,-16.919182,,,desconocido,islas canarias,coordinate_rounded;taxon_match_taxon_id_ignored,canarias,Tursiops truncatus
5087163932,2023.0,12.0,species,"Tursiops truncatus (Montagu, 1821)",37.084064,-1.968591,,,desconocido,andalucía,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,andalucía,Tursiops truncatus
5087004657,2023.0,10.0,species,"Delphinus delphis Linnaeus, 1758",42.828144,-9.105066,,,desconocido,galicia,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,galicia,Delphinus delphis
5086867186,2015.0,8.0,species,"Balaenoptera physalus (Linnaeus, 1758)",35.97296,-5.788122,,,desconocido,andalucía,coordinate_rounded;taxon_match_taxon_id_ignored,andalucía,Balaenoptera physalus
5086359967,2022.0,7.0,species,"Globicephala macrorhynchus Gray, 1846",28.137722,-16.860623,,5.0,franja marina teno-rasca - n2000,santa cruz de tenerife,continent_coordinate_mismatch,canarias,Globicephala macrorhynchus
5086309047,2022.0,4.0,species,"Tursiops truncatus (Montagu, 1821)",37.54,-1.27,,10.0,valles submarinos del escarpe de mazarrón - n2000,murcia,desconocido,murcia,Tursiops truncatus
5084871701,2018.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",36.16,-6.55,2018-05-30 09:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084870717,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.38,-9.03,2018-11-19 09:00:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084870716,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.38,-9.13,2018-11-19 08:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084870710,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.16,-9.05,2018-11-18 16:15:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084870597,2018.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",36.14,-6.58,2018-05-30 09:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084869705,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.21,-9.05,2018-11-18 16:30:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084869704,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.15,-9.04,2018-11-18 16:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084869594,2018.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.06,-6.43,2018-05-30 19:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084868722,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.38,-9.03,2018-11-19 09:00:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084868717,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.18,-9.05,2018-11-18 16:20:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084868707,2018.0,11.0,species,"Tursiops truncatus (Montagu, 1821)",42.38,-8.8,2018-11-18 07:55:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;continent_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084867764,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.21,-9.05,2018-11-18 16:30:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084867763,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.15,-9.04,2018-11-18 16:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084858449,2016.0,3.0,species,"Tursiops truncatus (Montagu, 1821)",41.86,-9.13,2016-03-11 08:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084847837,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.21,-9.05,2018-11-18 16:30:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084847835,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.15,-9.04,2018-11-18 16:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084846840,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.38,-9.13,2018-11-19 08:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084846835,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.19,-9.05,2018-11-18 16:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084846834,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.16,-9.05,2018-11-18 16:15:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084843710,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.15,-9.04,2018-11-18 16:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084842752,2018.0,11.0,species,"Delphinus delphis Linnaeus, 1758",42.19,-9.05,2018-11-18 16:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084838133,2017.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.6,-6.85,2017-05-29 18:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084837034,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",42.91,-9.36,2014-04-14 12:00:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084836955,2014.0,4.0,species,"Globicephala melas (Traill, 1809)",36.99,-7.23,2014-04-08 11:15:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Globicephala melas
5084836335,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.01,-9.15,2013-02-18 17:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084836078,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",42.45,-9.24,2014-04-14 17:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084834970,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",44.22,-7.29,2014-04-13 17:20:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084834466,2013.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.64,-6.9,2013-05-12 12:15:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084833980,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",44.24,-7.26,2014-04-13 17:05:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084833314,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.01,-9.18,2013-02-18 17:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084824300,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.0,-9.14,2013-02-18 17:00:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084822092,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",42.45,-9.24,2014-04-14 17:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084822088,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",42.95,-9.39,2014-04-14 11:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084822058,2014.0,4.0,species,"Tursiops truncatus (Montagu, 1821)",36.61,-6.7,2014-04-10 09:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084821396,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.62,-9.21,2013-02-19 11:10:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084821389,2013.0,2.0,species,"Grampus griseus (G.Cuvier, 1812)",42.01,-9.07,2013-02-18 16:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Grampus griseus
5084820975,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",42.96,-9.39,2014-04-14 11:20:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084820911,2014.0,4.0,species,"Globicephala melas (Traill, 1809)",37.01,-7.04,2014-04-08 14:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Globicephala melas
5084820907,2014.0,4.0,species,"Balaenoptera acutorostrata Lacépède, 1804",37.14,-7.26,2014-04-08 09:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Balaenoptera acutorostrata
5084819311,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.0,-9.14,2013-02-18 17:00:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084819310,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.01,-9.09,2013-02-18 16:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084819309,2013.0,2.0,family,Delphinidae,42.01,-9.08,2013-02-18 16:40:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,
5084819308,2013.0,2.0,species,"Grampus griseus (G.Cuvier, 1812)",42.01,-9.07,2013-02-18 16:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Grampus griseus
5084818925,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",36.84,-6.93,2014-04-09 12:25:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084818910,2014.0,4.0,species,"Tursiops truncatus (Montagu, 1821)",37.11,-7.23,2014-04-08 10:20:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084818043,2014.0,4.0,species,"Delphinus delphis Linnaeus, 1758",44.79,-6.18,2014-04-13 08:40:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084817353,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.98,-9.65,2013-02-19 17:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084817341,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.01,-9.07,2013-02-18 16:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084816977,2011.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.3,-6.66,2011-05-14 17:35:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084816578,2011.0,4.0,species,"Delphinus delphis Linnaeus, 1758",41.86,-8.95,2011-04-21 07:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084815083,2011.0,7.0,order,Cetacea,41.8,-12.78,2011-07-24 13:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;taxon_match_scientific_name_id_ignored;individual_count_invalid,no asignado,
5084814115,2011.0,7.0,species,"Balaenoptera physalus (Linnaeus, 1758)",41.55,-13.06,2011-07-25 09:30:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Balaenoptera physalus
5084813149,2011.0,7.0,family,Delphinidae,41.83,-12.66,2011-07-24 13:15:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,
5084811265,2013.0,2.0,species,"Tursiops truncatus (Montagu, 1821)",42.81,-9.56,2013-02-19 15:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084808297,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.8,-9.45,2013-02-19 14:45:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084808287,2013.0,2.0,species,"Delphinus delphis Linnaeus, 1758",42.0,-9.12,2013-02-18 16:55:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084806231,2011.0,2.0,species,"Tursiops truncatus (Montagu, 1821)",36.31,-6.22,2011-02-11 13:55:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084790492,2006.0,4.0,species,"Delphinus delphis Linnaeus, 1758",36.83,-7.21,2006-04-10 12:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084781845,2005.0,7.0,species,"Grampus griseus (G.Cuvier, 1812)",35.97,-6.49,2005-07-05 07:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Grampus griseus
5084779733,2005.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.96,-7.27,2005-05-08 09:30:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084779731,2005.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",36.03,-6.44,2005-05-07 14:19:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084778794,2005.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",36.03,-6.44,2005-05-07 14:19:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084777555,2005.0,4.0,species,"Delphinus delphis Linnaeus, 1758",41.86,-9.02,2005-04-11 09:20:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084776768,2005.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.06,-6.24,2005-05-07 15:26:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084774831,2005.0,7.0,species,"Grampus griseus (G.Cuvier, 1812)",36.27,-6.57,2005-07-05 09:50:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Grampus griseus
5084773881,2005.0,7.0,species,"Delphinus delphis Linnaeus, 1758",36.56,-6.63,2005-07-05 11:40:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084773753,2005.0,5.0,species,"Tursiops truncatus (Montagu, 1821)",36.05,-6.46,2005-05-07 14:09:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Tursiops truncatus
5084772719,2005.0,5.0,species,"Delphinus delphis Linnaeus, 1758",36.93,-7.23,2005-05-04 18:33:00+00:00,,desconocido,desconocido,country_derived_from_coordinates;individual_count_invalid,no asignado,Delphinus delphis
5084753908,2023.0,7.0,family,Delphinidae,42.20383,-8.78157,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,
5084750279,2023.0,7.0,species,"Delphinus delphis Linnaeus, 1758",42.73388,-8.9939,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Delphinus delphis
5081571206,2024.0,8.0,species,"Globicephala melas (Traill, 1809)",28.04144,-16.719604,,1.0,tenerife - los christianos,santa cruz de tenerife,continent_coordinate_mismatch,canarias,Globicephala melas
5077198478,2016.0,7.0,species,"Globicephala macrorhynchus Gray, 1846",28.291564,-16.62913,,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Globicephala macrorhynchus
5077170400,2021.0,9.0,species,"Stenella coeruleoalba (Meyen, 1833)",28.358744,-14.053676,,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Stenella coeruleoalba
5077166351,2016.0,7.0,species,"Tursiops truncatus (Montagu, 1821)",28.211082,-16.798083,,,desconocido,islas canarias,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,canarias,Tursiops truncatus
5076934992,2024.0,4.0,species,"Stenella coeruleoalba (Meyen, 1833)",43.382757,-1.795756,,,desconocido,país vasco,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,país vasco,Stenella coeruleoalba
5074756682,2024.0,11.0,species,"Globicephala macrorhynchus Gray, 1846",28.069065,-16.807709,,1.0,franja marina teno-rasca - n2000,santa cruz de tenerife,continent_coordinate_mismatch,canarias,Globicephala macrorhynchus
5074754612,2024.0,10.0,species,"Megaptera novaeangliae (Borowski, 1781)",43.481387,-3.939629,,1.0,espacio marino de los islotes de portios-isla conejera-isla de mouro - n2000,cantabria,desconocido,cantabria,Megaptera novaeangliae
5074735787,2024.0,12.0,species,"Phocoena phocoena (Linnaeus, 1758)",43.304961,-2.199503,,1.0,getaria,guipúzcoa,desconocido,país vasco,Phocoena phocoena
5074734450,2018.0,10.0,species,"Globicephala melas (Traill, 1809)",28.083022,-16.815169,,1.0,franja marina teno-rasca - n2000,santa cruz de tenerife,continent_coordinate_mismatch,canarias,Globicephala melas
5074711567,2024.0,9.0,species,"Delphinus delphis Linnaeus, 1758",42.628284,-9.045868,,1.0,complexo húmido de corrubedo - natura 2000,a coruña,desconocido,galicia,Delphinus delphis
5066371419,2020.0,1.0,species,"Globicephala macrorhynchus Gray, 1846",28.072132,-16.747971,,1.0,"canary islands, spain",desconocido,country_derived_from_coordinates;continent_derived_from_coordinates,no asignado,Globicephala macrorhynchus
5066371417,2022.0,5.0,species,"Globicephala macrorhynchus Gray, 1846",28.187449,-16.922057,,1.0,"canary islands, spain",desconocido,country_derived_from_coordinates,no asignado,Globicephala macrorhynchus
5066371371,2022.0,5.0,species,"Globicephala macrorhynchus Gray, 1846",28.187449,-16.922057,,1.0,"canary islands, spain",desconocido,country_derived_from_coordinates,no asignado,Globicephala macrorhynchus
5066371368,2022.0,5.0,species,"Globicephala macrorhynchus Gray, 1846",28.187449,-16.922057,,1.0,"canary islands, spain",desconocido,country_derived_from_coordinates,no asignado,Globicephala macrorhynchus
5066371366,2022.0,5.0,species,"Globicephala macrorhynchus Gray, 1846",28.187449,-16.922057,,1.0,"canary islands, spain",desconocido,country_derived_from_coordinates,no asignado,Globicephala macrorhynchus
5063455572,2024.0,5.0,species,"Globicephala melas (Traill, 1809)",35.979305,-5.635891,,,desconocido,andalucía,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,andalucía,Globicephala melas
5063410140,2023.0,10.0,species,"Globicephala macrorhynchus Gray, 1846",28.17393,-16.882983,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5063364312,2010.0,3.0,species,"Tursiops truncatus (Montagu, 1821)",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Tursiops truncatus
5063336318,2010.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5063282291,2010.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5063275957,2010.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5063257033,2010.0,4.0,species,"Tursiops truncatus (Montagu, 1821)",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Tursiops truncatus
5063247252,2010.0,3.0,species,"Balaenoptera brydei Olsen, 1913",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Balaenoptera brydei
5063240172,2010.0,3.0,species,"Globicephala macrorhynchus Gray, 1846",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5063222231,2010.0,3.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.127898,-16.887977,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5063161142,2009.0,8.0,species,"Globicephala melas (Traill, 1809)",35.965758,-5.608904,,,desconocido,andalucía,coordinate_rounded;continent_derived_from_coordinates;taxon_match_taxon_id_ignored,andalucía,Globicephala melas
5063069704,2015.0,4.0,species,"Globicephala macrorhynchus Gray, 1846",28.073503,-16.86751,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Globicephala macrorhynchus
5063064060,2015.0,4.0,species,"Stenella frontalis (G.Cuvier, 1829)",28.045319,-17.009582,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella frontalis
5063027786,2015.0,4.0,species,"Stenella coeruleoalba (Meyen, 1833)",28.045319,-17.009582,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Stenella coeruleoalba
5063021820,2015.0,4.0,species,"Delphinus delphis Linnaeus, 1758",28.045319,-17.009582,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Delphinus delphis
5063009933,2015.0,4.0,species,"Tursiops truncatus (Montagu, 1821)",28.073503,-16.86751,,,desconocido,desconocido,coordinate_rounded;country_derived_from_coordinates;taxon_match_taxon_id_ignored,no asignado,Tursiops truncatus
